PassengerId,Transported
0763_01,True
0763_02,False
0766_01,True
0774_01,True
0774_02,False
0774_03,True
0775_01,True
0775_02,True
0775_03,True
0775_04,False
0775_05,False
0775_06,True
0778_01,True
0778_02,True
0780_01,True
0783_01,False
0792_01,True
0800_01,False
0801_01,True
0803_01,True
0804_01,True
0807_01,False
0810_01,False
0812_01,True
0814_01,False
0821_01,True
0827_01,False
0827_02,True
0827_03,True
0831_01,False
0832_01,True
0837_01,True
0837_02,True
0838_01,True
0838_02,False
0841_01,False
0842_01,True
0843_01,True
0844_01,True
0847_01,False
0852_01,True
0854_01,True
0855_01,True
0856_01,False
0857_01,True
0858_01,False
0858_02,True
0861_01,False
0862_01,True
0864_01,False
0864_02,True
0864_03,True
0866_01,True
0872_01,False
0880_01,True
0880_02,True
0882_01,False
0884_01,False
0884_02,True
0886_01,False
0886_02,True
0886_03,True
0887_01,False
0887_02,False
0888_01,False
0888_02,False
0891_01,True
0892_01,True
0892_02,True
0892_03,True
0894_01,True
0895_01,False
0896_01,True
0897_01,True
0897_02,True
0900_01,True
0908_01,True
0909_01,False
0909_02,True
0909_03,True
0914_01,False
0916_01,False
0917_01,True
0920_01,False
0929_01,False
0934_01,False
0936_01,False
0937_01,True
0943_01,True
0943_02,True
0943_03,False
0945_01,False
0945_02,False
0948_01,False
0950_01,True
0954_01,True
0958_01,False
0959_01,False
0962_01,True
0963_01,True
0967_01,False
0973_01,False
0974_01,False
0977_01,True
0980_01,False
0981_01,False
0981_02,True
0986_01,False
0986_02,True
0996_01,True
0999_01,True
0999_02,True
1003_01,False
1007_01,False
1009_01,False
1010_01,True
1016_01,False
1021_01,True
1023_01,True
1028_01,True
1037_01,True
1039_01,False
1042_01,True
1044_01,False
1050_01,True
1055_01,False
1059_01,True
1059_02,True
1061_01,True
1064_01,False
1064_02,True
1067_01,False
1069_01,True
1070_01,True
1072_01,True
1072_02,True
1072_03,True
1072_04,False
1072_05,False
1072_06,False
1072_07,True
1072_08,True
1073_01,False
1074_01,False
1074_02,True
1081_01,True
1087_01,True
1090_01,True
1090_02,False
1092_01,True
1098_01,False
1101_01,True
1103_01,False
1104_01,True
1106_01,False
1106_02,True
1107_01,False
1109_01,False
1111_01,True
1111_02,True
1111_03,False
1118_01,True
1118_02,True
1118_03,True
1118_04,False
1118_05,False
1119_01,False
1119_02,True
1120_01,True
1122_01,True
1124_01,True
1124_02,True
1124_03,False
1125_01,False
1125_02,True
1126_01,True
1128_01,True
1128_02,True
1131_01,True
1135_01,False
1135_02,True
1135_03,False
1135_04,False
1137_01,False
1137_02,False
1138_01,True
1139_01,True
1143_01,True
1145_01,True
1145_02,False
1145_03,False
1145_04,True
1151_01,True
1157_01,False
1158_01,True
1158_02,True
1159_01,True
1159_02,False
1159_03,True
1160_01,True
1164_01,False
1171_01,False
1172_01,True
1176_01,False
1181_01,False
1183_01,True
1183_02,False
1183_03,True
1184_01,True
1184_02,False
1189_01,False
1194_01,False
1196_01,False
1196_02,True
1200_01,True
1201_01,False
1201_02,False
1202_01,False
1204_01,True
1205_01,False
1207_01,False
1207_02,True
1207_03,True
1207_04,False
1209_01,False
1209_02,False
1217_01,True
1217_02,True
1219_01,True
1219_02,True
1224_01,True
1224_02,True
1226_01,True
1226_02,True
1227_01,True
1237_01,True
1241_01,False
1244_01,True
1245_01,True
1247_01,True
1249_01,False
1251_01,True
1252_01,False
1253_01,False
1257_01,True
1257_02,True
1257_03,False
1257_04,True
1262_01,True
1262_02,False
1265_01,True
1266_01,True
1268_01,True
1270_01,True
1272_01,False
1275_01,False
1276_01,True
1277_01,False
1290_01,False
1296_01,False
1297_01,False
1298_01,True
1301_01,False
1301_02,True
1301_03,True
1303_01,True
1305_01,False
1313_01,True
1314_01,False
1315_01,False
1318_01,True
1319_01,False
1319_02,False
1320_01,True
1320_02,True
1320_03,True
1321_01,True
1321_02,True
1321_03,False
1321_04,False
1327_01,True
1329_01,False
1334_01,False
1338_01,True
1338_02,True
1339_01,True
1341_01,False
1341_02,True
1341_03,True
1343_01,False
1343_02,True
1343_03,False
1344_01,False
1346_01,False
1349_01,True
1349_02,True
1354_01,False
1354_02,True
1354_03,True
1354_04,True
1354_05,True
1354_06,True
1354_07,True
1358_01,True
1358_02,False
1359_01,False
1361_01,True
1361_02,False
1363_01,False
1364_01,False
1364_02,False
1367_01,True
1369_01,False
1369_02,True
1369_03,True
1372_01,True
1373_01,True
1374_01,True
1388_01,True
1392_01,False
1394_01,True
1396_01,False
1405_01,False
1409_01,False
1409_02,True
1411_01,False
1418_01,True
1422_01,True
1422_02,False
1422_03,False
1429_01,True
1432_01,False
1432_02,False
1436_01,True
1437_01,False
1441_01,False
1446_01,False
1448_01,False
1449_01,False
1456_01,False
1459_01,False
1464_01,False
1466_01,True
1468_01,True
1469_01,False
1469_02,False
1470_01,True
1471_01,False
1471_02,True
1471_03,True
1471_04,False
1471_05,True
1472_01,True
1473_01,False
1473_02,False
1475_01,False
1476_01,False
1477_01,False
1477_02,True
1480_01,True
1482_01,True
1483_01,False
1486_01,True
1487_01,True
1487_02,True
1492_01,False
1492_02,False
1494_01,False
1495_01,False
1495_02,True
1496_01,True
1497_01,True
1497_02,True
1502_01,False
1502_02,True
1502_03,True
1502_04,True
1504_01,False
1505_01,False
1508_01,False
1512_01,False
1513_01,True
1514_01,True
1516_01,False
1517_01,False
1518_01,False
1518_02,False
1519_01,False
1522_01,True
1530_01,False
1534_01,False
1534_02,False
1535_01,False
1537_01,True
1538_01,False
1538_02,True
1546_01,True
1549_01,False
1553_01,True
1553_02,False
1554_01,True
1554_02,True
1556_01,True
1557_01,True
1559_01,True
1559_02,True
1563_01,True
1566_01,True
1570_01,False
1571_01,False
1574_01,True
1575_01,True
1582_01,True
1582_02,True
1583_01,True
1586_01,False
1587_01,True
1587_02,True
1589_01,False
1591_01,False
1591_02,True
1598_01,True
1598_02,True
1600_01,False
1605_01,False
1607_01,True
1609_01,False
1610_01,False
1616_01,True
1618_01,False
1620_01,False
1623_01,False
1627_01,True
1629_01,True
1629_02,True
1629_03,True
1629_04,True
1629_05,True
1629_06,True
1639_01,False
1641_01,True
1642_01,False
1643_01,False
1648_01,True
1652_01,True
1654_01,False
1664_01,False
1665_01,True
1665_02,True
1667_01,False
1675_01,True
1678_01,False
1679_01,True
1680_01,False
1680_02,True
1683_01,False
1684_01,False
1686_01,False
1689_01,True
1689_02,True
1689_03,False
1692_01,True
1693_01,False
1701_01,True
1702_01,True
1703_01,True
1706_01,False
1707_01,False
1716_01,False
1720_01,False
1722_01,False
1726_01,False
1726_02,True
1726_03,False
1732_01,True
1735_01,False
1737_01,False
1741_01,False
1741_02,True
1741_03,True
1743_01,False
1744_01,False
1750_01,True
1751_01,True
1751_02,True
1754_01,True
1756_01,False
1759_01,True
1765_01,True
1773_01,False
1777_01,False
1777_02,True
1780_01,False
1784_01,False
1787_01,True
1788_01,False
1789_01,False
1790_01,True
1790_02,True
1791_01,True
1791_02,True
1793_01,False
1793_02,False
1794_01,False
1795_01,False
1801_01,False
1801_02,False
1809_01,True
1814_01,False
1814_02,True
1814_03,True
1815_01,True
1819_01,False
1820_01,True
1824_01,False
1825_01,True
1825_02,False
1830_01,True
1832_01,False
1835_01,True
1835_02,True
1837_01,True
1838_01,True
1839_01,False
1840_01,True
1842_01,False
1845_01,False
1851_01,False
1851_02,True
1852_01,True
1852_02,True
1852_03,True
1852_04,True
1858_01,True
1862_01,False
1862_02,False
1862_03,False
1867_01,True
1869_01,False
1870_01,False
1875_01,False
1876_01,False
1883_01,True
1885_01,False
1893_01,True
1894_01,True
1895_01,False
1896_01,False
1900_01,True
1904_01,True
1909_01,True
1909_02,True
1909_03,True
1910_01,True
1910_02,False
1910_03,False
1910_04,True
1912_01,False
1913_01,False
1913_02,True
1913_03,True
1914_01,True
1917_01,True
1919_01,True
1921_01,False
1921_02,False
1924_01,True
1929_01,False
1930_01,False
1932_01,False
1934_01,False
1936_01,False
1943_01,False
1944_01,False
1948_01,True
1948_02,True
1949_01,False
1951_01,True
1951_02,False
1954_01,False
1955_01,False
1958_01,False
1965_01,True
1966_01,True
1970_01,False
1972_01,True
1982_01,False
1986_01,True
1987_01,True
1989_01,True
1990_01,True
1990_02,True
1998_01,False
2002_01,True
2004_01,True
2005_01,False
2005_02,False
2008_01,False
2014_01,True
2016_01,True
2016_02,False
2017_01,True
2017_02,False
2018_01,True
2020_01,False
2021_01,True
2023_01,False
2023_02,True
2023_03,True
2025_01,False
2030_01,False
2031_01,False
2033_01,False
2035_01,False
2035_02,True
2036_01,True
2036_02,True
2036_03,False
2037_01,True
2037_02,False
2039_01,True
2039_02,True
2039_03,True
2047_01,True
2048_01,True
2049_01,True
2050_01,False
2057_01,True
2057_02,True
2057_03,False
2057_04,True
2057_05,False
2058_01,False
2064_01,True
2068_01,True
2068_02,True
2068_03,True
2068_04,True
2068_05,False
2069_01,False
2072_01,False
2072_02,False
2076_01,True
2077_01,False
2078_01,True
2079_01,False
2079_02,False
2079_03,False
2093_01,False
2098_01,False
2101_01,True
2101_02,True
2103_01,False
2108_01,False
2108_02,False
2109_01,True
2113_01,True
2119_01,False
2119_02,True
2122_01,True
2132_01,True
2146_01,False
2146_02,True
2151_01,True
2155_01,True
2157_01,False
2160_01,False
2160_02,True
2160_03,True
2165_01,True
2166_01,False
2169_01,False
2170_01,False
2174_01,False
2176_01,True
2178_01,False
2181_01,False
2184_01,True
2184_02,True
2185_01,True
2192_01,False
2197_01,False
2199_01,True
2208_01,False
2213_01,False
2214_01,False
2216_01,True
2217_01,False
2218_01,False
2222_01,True
2226_01,False
2227_01,True
2230_01,True
2236_01,True
2240_01,True
2240_02,False
2240_03,True
2242_01,True
2244_01,True
2245_01,True
2245_02,True
2246_01,False
2246_02,False
2247_01,False
2248_01,False
2249_01,True
2250_01,False
2259_01,False
2259_02,True
2260_01,True
2265_01,False
2271_01,False
2276_01,True
2276_02,False
2283_01,False
2285_01,False
2286_01,False
2290_01,True
2292_01,True
2293_01,True
2294_01,True
2297_01,False
2304_01,True
2307_01,True
2307_02,False
2307_03,False
2307_04,False
2307_05,True
2322_01,False
2323_01,False
2324_01,False
2326_01,True
2328_01,False
2330_01,False
2331_01,True
2334_01,False
2335_01,True
2337_01,True
2342_01,False
2343_01,True
2343_02,True
2344_01,False
2344_02,True
2346_01,False
2350_01,False
2350_02,False
2350_03,True
2351_01,False
2351_02,False
2352_01,False
2354_01,False
2355_01,True
2355_02,True
2355_03,False
2355_04,True
2358_01,False
2359_01,False
2362_01,True
2370_01,True
2370_02,True
2370_03,False
2370_04,True
2371_01,True
2372_01,False
2378_01,True
2378_02,True
2380_01,False
2380_02,True
2381_01,True
2383_01,False
2383_02,False
2386_01,True
2388_01,False
2388_02,True
2393_01,False
2394_01,True
2394_02,True
2394_03,False
2400_01,False
2405_01,False
2407_01,True
2408_01,False
2415_01,False
2418_01,False
2420_01,False
2422_01,False
2422_02,True
2425_01,True
2425_02,False
2425_03,False
2425_04,True
2425_05,True
2425_06,True
2428_01,False
2430_01,True
2430_02,False
2430_03,False
2434_01,True
2434_02,False
2437_01,False
2440_01,False
2447_01,False
2448_01,True
2448_02,True
2450_01,False
2459_01,True
2464_01,False
2465_01,True
2468_01,True
2469_01,True
2469_02,False
2473_01,False
2481_01,True
2481_02,False
2482_01,False
2482_02,False
2484_01,True
2484_02,False
2485_01,False
2487_01,True
2487_02,True
2487_03,True
2490_01,False
2493_01,True
2493_02,False
2494_01,True
2494_02,False
2495_01,False
2501_01,True
2504_01,False
2507_01,True
2511_01,True
2514_01,False
2517_01,True
2525_01,False
2529_01,False
2533_01,False
2536_01,True
2538_01,True
2538_02,True
2539_01,False
2543_01,True
2554_01,True
2556_01,True
2563_01,True
2566_01,False
2567_01,True
2567_02,True
2568_01,True
2569_01,True
2570_01,True
2575_01,False
2576_01,True
2577_01,True
2577_02,True
2579_01,False
2583_01,True
2585_01,True
2586_01,True
2587_01,True
2587_02,True
2600_01,True
2603_01,True
2603_02,True
2604_01,True
2608_01,True
2610_01,False
2611_01,False
2612_01,False
2613_01,False
2614_01,False
2615_01,False
2620_01,True
2621_01,False
2623_01,False
2630_01,False
2630_02,True
2630_03,False
2632_01,False
2637_01,False
2637_02,True
2637_03,False
2639_01,True
2644_01,False
2653_01,False
2654_01,False
2656_01,True
2665_01,True
2667_01,True
2667_02,False
2667_03,False
2667_04,True
2667_05,True
2669_01,False
2673_01,False
2674_01,True
2674_02,False
2680_01,False
2681_01,True
2686_01,False
2689_01,False
2694_01,True
2694_02,True
2696_01,True
2699_01,False
2705_01,True
2710_01,True
2710_02,True
2711_01,True
2715_01,False
2715_02,False
2716_01,False
2716_02,True
2719_01,True
2719_02,True
2719_03,False
2728_01,True
2731_01,True
2733_01,False
2735_01,False
2742_01,True
2744_01,True
2749_01,True
2757_01,False
2761_01,False
2761_02,True
2766_01,True
2767_01,False
2771_01,False
2775_01,False
2776_01,False
2777_01,True
2779_01,False
2782_01,False
2791_01,False
2794_01,False
2794_02,False
2794_03,True
2794_04,True
2794_05,False
2794_06,True
2794_07,True
2800_01,True
2803_01,True
2804_01,True
2808_01,True
2808_02,True
2815_01,False
2815_02,True
2815_03,True
2816_01,True
2827_01,True
2828_01,False
2829_01,True
2830_01,True
2833_01,True
2836_01,True
2841_01,False
2842_01,True
2844_01,False
2845_01,True
2845_02,True
2848_01,True
2848_02,True
2848_03,True
2849_01,False
2850_01,True
2850_02,True
2850_03,False
2850_04,True
2851_01,False
2855_01,True
2864_01,False
2868_01,True
2868_02,True
2868_03,True
2868_04,False
2874_01,False
2879_01,False
2885_01,False
2886_01,False
2889_01,False
2895_01,True
2896_01,False
2898_01,True
2898_02,True
2903_01,True
2904_01,False
2904_02,True
2911_01,True
2914_01,True
2915_01,True
2916_01,True
2917_01,False
2918_01,True
2921_01,False
2922_01,True
2923_01,False
2924_01,False
2931_01,True
2931_02,False
2932_01,True
2933_01,False
2937_01,False
2939_01,True
2946_01,False
2946_02,False
2946_03,True
2946_04,False
2947_01,True
2951_01,False
2952_01,False
2955_01,False
2957_01,True
2963_01,False
2967_01,True
2973_01,False
2974_01,False
2976_01,True
2976_02,True
2976_03,True
2976_04,False
2977_01,False
2977_02,False
2977_03,False
2978_01,False
2980_01,False
2981_01,True
2985_01,True
2987_01,False
2989_01,False
2991_01,False
2997_01,True
2997_02,False
2997_03,True
2997_04,True
2999_01,False
3002_01,False
3007_01,False
3008_01,True
3008_02,False
3008_03,True
3008_04,False
3008_05,True
3008_06,True
3011_01,True
3016_01,False
3016_02,True
3016_03,True
3016_04,False
3017_01,True
3028_01,True
3031_01,True
3035_01,True
3037_01,True
3037_02,True
3041_01,False
3043_01,False
3046_01,False
3049_01,False
3051_01,False
3052_01,False
3056_01,True
3057_01,True
3058_01,False
3059_01,True
3069_01,False
3072_01,True
3074_01,True
3075_01,True
3077_01,True
3077_02,True
3078_01,False
3078_02,False
3078_03,True
3078_04,False
3086_01,True
3089_01,True
3094_01,True
3097_01,True
3098_01,False
3101_01,False
3105_01,True
3105_02,False
3105_03,True
3106_01,True
3107_01,True
3108_01,True
3109_01,True
3115_01,True
3122_01,False
3122_02,False
3125_01,False
3125_02,False
3127_01,True
3129_01,True
3135_01,False
3137_01,True
3139_01,False
3141_01,True
3144_01,False
3146_01,False
3148_01,True
3148_02,False
3150_01,False
3151_01,True
3153_01,False
3153_02,True
3154_01,True
3155_01,True
3155_02,True
3156_01,False
3157_01,False
3160_01,False
3165_01,False
3167_01,False
3170_01,True
3173_01,True
3177_01,False
3178_01,True
3183_01,False
3186_01,True
3187_01,False
3190_01,False
3190_02,True
3194_01,False
3198_01,False
3199_01,False
3202_01,False
3207_01,False
3208_01,False
3214_01,True
3222_01,False
3226_01,True
3228_01,False
3231_01,True
3233_01,True
3234_01,False
3242_01,False
3244_01,True
3244_02,True
3244_03,True
3245_01,False
3245_02,False
3246_01,False
3249_01,False
3249_02,False
3250_01,False
3251_01,False
3257_01,True
3261_01,True
3263_01,True
3264_01,True
3265_01,False
3265_02,True
3265_03,True
3265_04,True
3266_01,False
3267_01,True
3277_01,False
3278_01,True
3281_01,True
3285_01,False
3285_02,True
3286_01,False
3288_01,True
3290_01,True
3290_02,False
3291_01,True
3302_01,False
3303_01,False
3306_01,False
3307_01,True
3316_01,True
3320_01,False
3320_02,False
3321_01,True
3333_01,True
3334_01,True
3335_01,False
3340_01,False
3341_01,True
3341_02,True
3344_01,True
3344_02,True
3345_01,True
3345_02,False
3345_03,True
3346_01,False
3347_01,True
3347_02,False
3351_01,True
3351_02,False
3354_01,False
3355_01,True
3356_01,False
3358_01,False
3362_01,False
3362_02,False
3366_01,True
3367_01,True
3368_01,True
3368_02,True
3368_03,False
3368_04,True
3368_05,True
3368_06,False
3368_07,False
3369_01,False
3373_01,True
3374_01,False
3375_01,False
3376_01,True
3378_01,False
3379_01,True
3385_01,True
3388_01,True
3393_01,True
3398_01,True
3399_01,False
3400_01,True
3407_01,False
3407_02,False
3411_01,True
3411_02,False
3411_03,False
3411_04,False
3411_05,True
3411_06,True
3411_07,False
3414_01,False
3416_01,False
3427_01,True
3429_01,True
3435_01,False
3436_01,True
3448_01,True
3448_02,False
3451_01,False
3452_01,False
3457_01,True
3460_01,False
3463_01,False
3466_01,False
3471_01,False
3472_01,True
3477_01,False
3477_02,True
3479_01,False
3481_01,False
3482_01,False
3482_02,True
3493_01,True
3494_01,False
3494_02,True
3498_01,False
3500_01,False
3502_01,False
3503_01,False
3505_01,False
3507_01,False
3508_01,False
3508_02,True
3509_01,True
3509_02,False
3510_01,True
3513_01,True
3513_02,True
3513_03,True
3513_04,True
3516_01,False
3517_01,True
3522_01,True
3524_01,False
3526_01,False
3529_01,True
3532_01,True
3538_01,False
3541_01,False
3544_01,False
3544_02,False
3545_01,False
3549_01,False
3549_02,True
3551_01,False
3554_01,False
3557_01,False
3571_01,True
3574_01,False
3575_01,False
3580_01,True
3580_02,True
3581_01,False
3583_01,False
3585_01,True
3587_01,True
3587_02,False
3587_03,True
3589_01,False
3589_02,True
3589_03,True
3589_04,True
3589_05,False
3589_06,True
3589_07,True
3590_01,False
3593_01,True
3599_01,False
3601_01,False
3601_02,True
3601_03,True
3601_04,True
3601_05,True
3601_06,False
3601_07,True
3603_01,True
3603_02,True
3604_01,True
3611_01,False
3617_01,False
3617_02,False
3617_03,False
3618_01,True
3618_02,False
3618_03,True
3618_04,False
3621_01,False
3621_02,False
3623_01,True
3627_01,True
3632_01,False
3633_01,True
3635_01,True
3635_02,False
3637_01,False
3638_01,False
3643_01,True
3646_01,False
3646_02,True
3649_01,False
3651_01,True
3656_01,True
3656_02,False
3657_01,True
3657_02,True
3657_03,False
3659_01,False
3659_02,True
3659_03,False
3659_04,False
3659_05,False
3659_06,True
3659_07,True
3661_01,False
3663_01,True
3666_01,True
3669_01,False
3670_01,True
3672_01,False
3672_02,False
3673_01,True
3675_01,False
3675_02,True
3675_03,True
3676_01,True
3683_01,True
3683_02,True
3684_01,True
3684_02,True
3685_01,False
3687_01,True
3689_01,True
3694_01,True
3695_01,False
3696_01,True
3697_01,False
3698_01,False
3701_01,True
3701_02,False
3701_03,True
3709_01,True
3712_01,True
3712_02,True
3712_03,True
3712_04,True
3712_05,True
3717_01,False
3717_02,True
3718_01,True
3720_01,True
3720_02,True
3720_03,True
3721_01,False
3722_01,False
3723_01,False
3725_01,True
3727_01,False
3730_01,True
3731_01,True
3738_01,True
3740_01,False
3746_01,False
3746_02,False
3746_03,True
3746_04,True
3762_01,False
3763_01,False
3764_01,True
3764_02,True
3766_01,True
3766_02,True
3780_01,True
3782_01,False
3782_02,False
3791_01,True
3792_01,True
3794_01,True
3799_01,True
3800_01,False
3802_01,False
3806_01,True
3808_01,True
3809_01,False
3809_02,False
3813_01,True
3819_01,False
3825_01,False
3827_01,False
3828_01,True
3828_02,False
3828_03,True
3829_01,False
3829_02,True
3833_01,True
3834_01,True
3837_01,False
3840_01,False
3843_01,True
3844_01,True
3844_02,True
3845_01,True
3855_01,True
3858_01,True
3858_02,True
3858_03,False
3858_04,False
3859_01,True
3860_01,True
3861_01,False
3863_01,False
3865_01,True
3869_01,True
3876_01,True
3876_02,True
3876_03,True
3877_01,False
3878_01,False
3880_01,True
3881_01,False
3882_01,True
3884_01,False
3885_01,False
3887_01,True
3889_01,True
3889_02,True
3891_01,False
3892_01,True
3892_02,False
3893_01,False
3893_02,True
3893_03,False
3900_01,False
3901_01,False
3902_01,True
3905_01,True
3906_01,False
3906_02,False
3908_01,False
3908_02,True
3910_01,True
3914_01,False
3918_01,False
3920_01,False
3925_01,False
3925_02,False
3929_01,True
3934_01,True
3934_02,False
3943_01,True
3943_02,True
3943_03,False
3947_01,False
3951_01,False
3953_01,True
3956_01,False
3957_01,True
3965_01,False
3969_01,False
3972_01,True
3975_01,False
3978_01,False
3979_01,False
3982_01,False
3983_01,False
3989_01,True
3989_02,True
3989_03,True
3989_04,True
3990_01,True
3993_01,False
4004_01,False
4007_01,False
4011_01,False
4012_01,True
4012_02,True
4015_01,True
4015_02,False
4024_01,True
4025_01,True
4028_01,True
4029_01,True
4041_01,True
4048_01,True
4048_02,True
4048_03,True
4051_01,True
4052_01,False
4054_01,True
4054_02,True
4054_03,False
4056_01,False
4057_01,False
4059_01,True
4059_02,False
4062_01,False
4067_01,False
4070_01,True
4070_02,True
4070_03,False
4073_01,False
4073_02,True
4074_01,False
4077_01,False
4085_01,True
4086_01,False
4086_02,True
4086_03,False
4087_01,False
4088_01,True
4092_01,True
4094_01,False
4094_02,False
4100_01,True
4105_01,False
4111_01,True
4117_01,False
4118_01,False
4119_01,False
4121_01,False
4122_01,False
4123_01,False
4124_01,True
4126_01,False
4133_01,True
4133_02,True
4136_01,True
4136_02,False
4138_01,False
4139_01,False
4146_01,False
4148_01,True
4153_01,False
4155_01,True
4157_01,False
4161_01,True
4162_01,True
4164_01,True
4180_01,True
4180_02,False
4187_01,False
4190_01,True
4192_01,False
4193_01,True
4195_01,False
4198_01,True
4200_01,True
4201_01,False
4202_01,True
4202_02,False
4209_01,False
4217_01,False
4224_01,False
4224_02,False
4226_01,True
4226_02,False
4227_01,True
4228_01,False
4234_01,False
4234_02,False
4235_01,False
4235_02,True
4236_01,True
4236_02,True
4241_01,True
4247_01,True
4247_02,False
4248_01,False
4248_02,False
4250_01,True
4263_01,False
4263_02,True
4263_03,True
4265_01,True
4268_01,True
4268_02,True
4269_01,True
4275_01,False
4276_01,False
4277_01,True
4279_01,False
4281_01,False
4282_01,True
4283_01,True
4284_01,True
4284_02,False
4285_01,True
4286_01,True
4286_02,False
4286_03,False
4287_01,True
4288_01,True
4288_02,False
4290_01,False
