engine_size,horsepower,weight,age,fuel_efficiency,price
4.212964882,258.6811402,2454.088861,5,26.93595178,73280.00686
4.788246295,381.7203096,1497.32362,4,20.7114476,101743.8106
4.631895726,339.6349707,3837.094441,8,28.2874116,99464.50346
3.592649926,399.3802332,3549.926114,4,30.61178794,88336.7093
4.726559823,205.2135446,3007.067012,17,13.66090642,59956.22575
1.809723757,330.1564867,2386.886683,19,30.82324289,61902.35461
2.185940018,220.5792741,2235.296625,8,23.50741329,54115.52448
1.658295511,243.9626861,2952.920401,16,31.11664773,56846.23497
2.638656158,288.251639,2636.295608,16,20.78254266,58328.06418
2.860370514,362.1031343,1186.819318,11,19.47601213,77076.85136
2.449721611,395.2250408,2537.507946,6,32.87651831,81034.97619
4.400581282,330.4820242,3419.210852,2,16.27923169,86806.60662
2.748636643,225.3300347,2377.719633,9,31.10530813,64583.85572
2.483270784,226.4071007,1155.869733,1,22.10051431,54493.59621
3.399436291,321.2746905,3358.834598,2,22.85238606,68280.16341
1.993234787,171.6331437,1604.091346,15,17.71170704,42780.28313
4.307689433,133.1422339,1775.862505,1,24.32605502,50882.01853
1.760927253,206.3866473,1494.11906,9,18.13027991,43793.78897
4.954104278,186.1716975,1990.645195,5,10.98173536,67634.11487
4.202856693,188.8924361,3270.254517,10,16.79996513,60254.88047
2.195504885,170.0823253,2558.157579,6,10.15947609,41115.8096
1.51932741,112.6279569,1614.643822,14,34.45886968,27664.77954
4.354115,105.3621804,3633.490234,5,34.14368025,37839.09725
3.974000703,396.3167169,3638.745565,19,19.87888244,89760.64214
4.051525088,228.3319401,3611.735275,8,28.20927136,65309.90947
4.199446213,215.2979941,1716.388634,19,18.64515246,67629.81223
1.759156281,303.8941848,2353.718033,11,26.77732893,62414.57123
2.75463005,165.4761664,3954.968968,18,30.13575108,42816.35245
1.905541708,384.9883552,3316.037429,19,33.66890612,78118.38439
4.520861991,335.9035043,1081.502264,2,20.0053069,91404.56844
3.681543444,126.8233007,1195.613774,14,29.58244957,45654.75281
2.658143087,225.2742327,2391.79413,1,16.64821127,61874.36193
1.722454226,363.7354923,3727.660618,1,34.75830759,71238.15679
2.588438126,383.4196067,2616.105394,2,10.64423997,78482.3158
2.638141627,240.2204534,2493.437524,5,25.08822016,61373.43287
4.053621624,284.0234168,1316.4211,14,26.48764954,76263.58593
3.73145115,150.1101838,2970.340314,9,27.20113893,55078.59071
4.605244599,397.3505878,3466.309482,8,13.00968947,91071.21426
3.152752238,169.5015104,2141.260023,0,33.46324459,60083.88135
1.918579861,382.8195322,3326.835553,15,14.52958198,69302.13575
3.996356755,294.8939947,3893.429962,5,25.56883508,73755.91269
4.16274767,282.3210385,1611.299377,8,15.56690198,69751.3399
3.464470191,253.8065533,2569.988894,3,17.68041043,75172.29616
4.19838513,169.2009435,1861.413874,1,23.66146354,55863.49578
3.228284587,152.9584096,3378.563257,3,20.42983546,55861.60943
3.329564903,166.1458627,2732.780098,0,14.00564002,45899.18427
2.996393564,155.9314786,2903.747253,18,14.27341006,44839.43543
1.588966944,333.8753421,3393.742479,9,20.4536197,64758.95961
1.877619994,205.0375778,2187.911418,14,28.93207446,54029.1082
1.61000215,117.352803,3745.270205,18,32.44911617,27439.80329
3.727436439,390.730789,2599.086602,15,12.10319156,78488.80797
2.600245934,365.1357655,1473.864469,3,19.82759769,75749.8269
3.279997419,378.325685,3087.697355,1,12.50613909,90851.61111
4.676482659,398.4723468,3379.784051,12,10.41481202,87244.35744
2.372522802,152.1685748,1950.285031,0,26.54296707,32189.51309
2.936340231,218.8726057,3571.537771,16,25.06123605,54610.66642
4.144428985,327.4715427,3718.429764,12,14.07547785,82838.13041
2.300793579,308.8061854,1830.713462,3,15.84532083,59992.66006
1.769429684,146.1687719,3950.564418,6,10.59269384,39659.63609
2.514130085,344.7499375,1422.134584,16,30.87368014,65791.00924
2.064274505,167.3321716,1606.047005,8,34.3672649,43611.61697
4.753941783,167.1452844,1552.674518,3,13.38648842,64200.62931
4.328421328,261.0923269,3681.96913,18,15.78688034,62019.24122
3.716913148,277.8819805,2962.877657,0,31.7102381,75542.87891
4.550112066,274.0258624,1456.31285,9,33.16159495,83253.11293
4.312852269,127.4460512,2320.970255,3,20.49068457,55338.87503
2.152995206,363.2382588,2845.894075,8,11.26556181,66375.86615
4.623956495,179.6800128,1250.392255,12,10.98479584,65760.32676
3.387697847,138.8544764,3647.249105,13,24.34874665,49533.2181
4.326040543,366.624424,3410.810606,9,19.82237772,77920.34506
4.63631955,386.6954495,2515.620321,5,10.71631069,95926.15854
2.613012162,358.6382852,3901.379846,15,24.58130981,70426.49458
1.885181736,342.8548224,2253.282938,5,10.28256341,66614.48252
2.297773069,296.5725942,3952.330957,16,29.68429895,67537.64661
2.99487726,265.2572112,3003.759996,9,17.66082057,59437.61569
4.363051681,126.096028,2904.01382,17,11.00645008,38909.89567
4.512557041,222.5359639,1497.864686,17,24.70880552,72637.35388
1.524332457,211.8065551,3645.783275,2,19.94211036,52381.80655
3.287615559,177.9261351,2282.469064,19,34.34501033,50891.445
2.960938511,317.0260341,1486.700217,14,23.60496656,73365.91531
2.277377337,248.7627205,1037.82256,14,16.88097953,50792.87619
1.919528786,124.3138648,2679.267051,3,27.73597162,37751.67983
2.6816531,166.0549606,2582.198866,8,16.78730006,44432.27586
4.800183964,304.9776291,3158.060867,18,32.60608229,79456.04031
2.631210262,122.8392578,3670.774159,16,19.36804926,38448.6381
3.315767176,355.3620742,1238.219754,10,23.74671407,72470.77401
3.960566356,248.5439581,3194.489471,8,11.2643276,64239.41747
2.772703608,244.1759732,1562.235832,9,20.65303095,59350.77196
4.90123729,277.7223354,3574.531159,17,30.80908849,86934.23881
4.868565532,347.4042898,3457.190542,19,30.14122013,81372.61325
2.381238035,204.3427624,2622.381265,12,15.60796397,49968.91494
3.240369771,303.4048458,3130.728396,7,15.65197678,73000.60018
2.553074084,269.7195892,1943.05034,6,30.43263281,53620.99995
2.49694173,180.1084811,2413.503697,16,33.2599605,48882.21718
1.629104316,363.5889959,3464.910693,14,12.38402303,69313.29174
3.633475169,339.2278065,2377.795592,19,21.25146599,78287.61287
3.259376581,297.5355504,2073.394796,14,18.43635697,66928.28271
1.680175629,355.1745187,2482.637342,0,31.76721139,73553.57714
2.475262625,360.1882603,3484.747757,13,12.08812287,71418.87503
4.678930601,312.508893,2005.624142,4,15.27814856,73438.31601
2.338466617,351.1039985,1521.284779,10,28.81170844,73068.06637
2.007132052,309.2414385,3136.042061,15,11.28234622,56984.46577
3.213084661,304.0422315,3477.934638,1,22.31338452,69432.08033
4.949776589,285.5834135,1301.912436,7,21.05267587,92281.71557
2.34719345,325.8149919,1719.622338,10,18.36002947,72581.61189
3.852474416,147.5815316,1425.915969,17,19.86430788,42511.73512
4.165668654,364.2612278,2043.824235,2,23.24851467,89990.5135
2.331731404,361.5530583,2351.052937,0,14.03418396,81122.25233
4.04875722,108.7741849,3246.479011,10,24.29989696,39685.7077
2.787240965,347.7450252,2953.442755,15,30.13580823,74175.20643
3.713070407,138.6609602,2862.785702,17,29.00402324,48684.3623
3.717353988,200.5356563,2057.12484,15,13.84749762,48410.28643
3.375211394,323.0524769,3524.342659,9,13.73123674,74733.2187
1.816014195,148.2279688,2413.861502,17,16.70435919,39251.17078
4.423558735,345.3901072,3937.314814,5,19.02686816,93406.50178
2.622730227,349.6402534,2902.426415,18,20.21138954,68781.09228
2.152814786,252.2403201,1378.794225,3,26.99243042,70188.22163
1.642712995,101.9157615,3028.532686,12,11.4170108,15785.63013
3.568125301,186.11144,1975.312046,13,10.86681761,53343.10258
3.871475266,285.0780755,3058.98159,2,19.79776407,66771.91573
1.558057401,394.3558534,1208.923444,9,27.4290923,73538.29616
3.292325704,289.5440581,1524.644312,5,14.83588357,65640.46047
2.292735213,177.9410743,3567.211777,0,26.03761203,51195.65968
3.758104766,290.2017109,1681.538671,13,16.49570345,68938.03486
2.110282502,261.9956139,3511.123376,7,32.15215272,54974.05393
3.918282083,333.9536185,1837.828265,18,32.39224861,75165.578
2.853573712,132.0941916,2928.64573,13,17.43218011,49623.60739
4.778554961,328.3083708,3082.451721,9,15.74984385,85980.21814
1.981323305,262.3799736,2537.964259,16,20.2825993,44479.72835
2.693732229,388.8976012,1915.93203,8,16.01328963,81130.54878
1.897157324,202.5616498,1637.933129,5,26.80959608,46880.47127
4.736427664,289.7865679,1099.568064,10,30.65161711,79996.22131
4.570687737,379.6084317,1911.839204,6,26.82730327,96983.34817
2.402795697,130.7529184,2959.488372,16,30.60876118,44262.29342
3.809944161,381.1685462,3814.914455,0,19.92480406,84298.77112
4.360277701,306.3657167,3613.613447,4,13.90792427,78632.40068
3.443202841,120.3511177,3298.19433,8,28.44877368,43373.92613
3.353777024,190.2890701,3365.34203,17,19.01186263,54379.55152
2.346483018,312.4516266,2994.95471,1,26.78177063,67786.94772
1.825859687,120.2051804,1780.860573,10,16.76609855,31667.4441
4.640255153,274.6511381,3721.585092,5,12.03074087,73978.53817
4.6514632,203.7649171,3012.196936,7,34.81454489,68059.73075
3.7158551,286.2746553,2681.321893,3,13.9050377,79892.71095
2.686604269,113.7226101,1332.968408,17,34.71052485,49927.15088
2.722233511,361.4610418,2341.166631,10,34.43199831,79514.88431
4.040844876,392.0466908,2381.074814,4,29.8454526,91838.37433
4.63988591,390.6633566,3593.690829,14,26.48557405,84916.37403
4.604802485,324.8955495,2639.944661,17,24.44517626,77482.88301
4.229564411,139.025872,2141.201647,1,31.65253863,56285.89956
3.747110762,327.4789588,3930.400986,10,17.23598804,73009.58085
1.794489877,107.3760749,1332.16178,12,21.69203031,26623.17499
2.065700499,106.6370655,2267.645285,3,25.48474923,42982.88959
4.64493966,197.0830657,1126.074026,6,20.2797619,64702.15873
3.622501709,246.5929571,3219.712362,10,20.68716135,64718.89023
1.532189681,331.1222253,3754.229657,3,18.25711669,60524.97803
1.8551504,304.988613,1840.111989,14,24.10579542,65611.24985
3.822256192,233.7708119,3575.02503,0,31.2643632,67726.39964
1.517715543,182.0879999,1876.654691,2,15.03820945,38115.86329
2.06282818,399.13735,3732.310485,13,33.36082597,69925.27297
3.420568263,227.8543907,3261.885711,5,27.22719134,62414.44228
3.921633192,235.4161073,3414.720331,17,30.58183032,61702.86856
3.781864408,149.0871464,1054.019667,0,23.90476732,62250.77894
2.284942583,338.4428646,3888.431071,5,29.48791754,81155.79096
3.992627275,308.1046677,3180.012976,5,10.40500993,69204.69319
2.330371806,166.2308838,1914.253286,15,30.45951062,37611.22181
2.638898944,124.7143137,3488.183995,4,11.00347148,37496.17258
4.112719918,304.1497906,1844.563595,16,32.24783441,72349.79814
3.773715147,296.3533643,3618.261519,9,34.79906868,76939.55959
4.472281937,181.9778581,1337.741171,17,17.35168655,55607.42037
3.801645123,385.2590687,3111.057932,6,15.25796391,87676.84223
3.489080112,145.3173675,2622.09543,2,29.1340841,57052.86943
1.827861687,229.7004403,1289.603411,12,16.32565852,41852.04269
2.787005311,383.0847761,1725.681485,14,31.63905958,84420.75791
2.428208287,225.9181951,1037.212109,19,12.5710648,44263.58058
2.353963752,291.5577843,2406.303896,18,13.14887991,68664.86491
4.905536942,219.2783194,1903.795782,2,34.47878888,82011.90326
2.875842036,182.2645607,2795.072453,3,26.84597246,51933.38566
4.622162943,395.1932944,1891.713423,4,31.17218061,92228.99634
3.708985191,222.8002019,1899.757335,0,18.10823443,57610.19508
4.281839562,368.2297611,3229.579596,3,26.91209374,94703.81828
3.259229826,168.9863818,1144.428508,11,24.85604568,49910.64705
3.519163596,163.9314112,3708.684986,9,25.078753,56915.67888
3.223811928,109.3402249,3556.791623,19,27.06331149,50412.8827
2.183350457,295.5000476,3003.41405,12,24.38397933,57634.02432
4.028582403,210.5579031,2779.66471,13,20.72655923,54434.31586
2.482703269,359.307475,3676.907494,4,16.89806736,75152.84027
1.585105883,241.962972,1555.990539,3,29.21453327,58368.0898
3.759153036,390.4580284,1236.907487,13,15.65681075,79659.2177
2.119887378,155.6576547,1718.53051,9,27.30885765,41466.46118
4.791605045,360.5869504,3383.734836,16,15.83332057,93522.90726
4.83875002,332.9790558,1104.0108,9,25.63325425,78301.17233
4.702025366,331.2765534,2748.420505,6,28.67695668,88267.32581
2.795555451,353.4349684,3986.312549,15,15.46784722,69274.44991
1.554098158,328.3071973,3567.088282,0,11.49858252,63758.68381
4.749114969,287.8660965,2564.337067,16,13.27434357,78340.37684
2.998644519,139.3734633,1190.922728,8,25.14992418,45868.74305
4.883291867,109.7578538,3494.120543,5,31.23616016,51041.66527
4.87266992,376.2543543,2796.935525,18,11.12492053,85424.98311
4.485533094,284.9950944,1344.798991,12,28.35378148,83620.67681
2.530571122,338.9611873,1281.571854,2,18.53296615,73565.74802
2.84784205,244.4567055,3728.880458,6,21.96320925,64143.41375
4.47897835,135.1924567,3007.600789,8,33.22148875,57729.01141
2.609227018,137.5557377,3487.860398,4,18.29928762,46100.95972
2.093224613,305.6695862,3636.936701,9,21.63342335,60876.35178
3.448804419,229.0917685,2715.317056,16,10.34206037,52479.31345
4.77654171,160.157418,2552.339055,11,12.039968,60896.35466
3.936104288,247.478364,2291.282231,15,16.46478978,69562.56908
3.495214095,119.2626811,1950.839763,2,10.69630602,39713.92344
1.840117728,274.5914206,2303.787883,8,25.78438315,54407.44733
3.652525293,180.6980213,3321.638967,14,20.65995892,52452.56769
4.965188475,339.2677302,2805.770293,4,23.70363007,97847.48195
1.990294053,193.1085877,3677.56987,12,14.36617965,45722.7737
3.314153783,236.5660447,2330.140043,13,17.39830074,52109.2372
4.570805752,103.486162,2821.268736,19,26.59561187,47237.02672
4.092690162,121.7340663,2893.922659,14,34.13256809,48884.84546
3.939555093,217.7480669,2775.091487,15,11.26041934,52679.85008
3.958694294,243.9816504,3107.901319,12,32.25960802,67257.6499
2.758219029,280.0061644,1712.300405,16,24.42203003,60285.13676
2.527571455,187.4987736,2537.091333,7,24.09798917,47236.66971
4.332764044,308.4945658,1312.674408,1,22.50696338,79030.55391
4.335396881,358.0367192,2153.533983,4,11.73485215,92987.93101
4.534753115,333.9552967,2463.001206,5,12.24692129,81460.03522
4.696341934,111.8856476,2956.672779,11,25.02280014,52201.49054
3.289698396,244.1520842,3851.593158,17,18.52396429,58731.98933
3.255307031,131.4790535,2801.9532,0,32.93170166,47130.65397
4.294033126,172.6135048,3230.781749,16,20.16476343,56226.8903
3.774873758,395.998778,2518.798178,10,13.58203647,86370.85291
3.95688407,142.7486629,2902.312094,9,27.86797084,52963.32714
4.285274343,249.666446,1212.796648,18,17.33383554,61460.04803
4.615018696,285.4467203,1763.174743,13,23.13675768,75171.50287
2.682983049,310.7394912,2085.55928,9,27.44581964,72399.69018
2.814540334,267.894605,2417.480065,14,32.50660278,61771.70651
1.828936789,102.9312542,1136.946237,18,29.80477987,29839.50044
3.523980493,197.9383925,1420.072293,3,26.9090267,59959.62713
1.625797958,255.313493,1830.442923,1,26.99082956,57228.83981
3.129593063,126.3599497,3914.598073,8,33.6481161,48766.94132
3.399256221,205.1880794,1994.041021,9,17.39560244,54880.1811
2.502894382,109.9609326,2446.123174,10,10.02780235,28952.50916
3.567916412,123.5735491,1588.293138,13,16.79886398,37195.30204
1.606750875,219.0769829,2832.340213,6,15.44728449,51053.16056
1.630718661,139.8147262,1842.049647,14,26.54586463,37716.07465
4.379101962,270.2622545,1620.977735,18,25.84278999,74532.62888
2.760667245,306.8394907,2549.717885,14,24.83653457,70683.86246
1.944711794,340.1760097,1016.517397,7,10.40608608,64016.1248
3.32785141,160.0450733,1022.992098,10,28.21945136,47025.82747
4.194977436,150.2447747,1657.206427,8,18.08826031,48548.61455
2.255373596,131.3703521,1110.164088,14,26.62639973,31393.73077
3.680116665,290.9290749,1324.077262,0,23.91446071,80508.67892
1.798716127,311.9427179,2016.581948,0,18.56827314,61033.66732
1.680886024,109.4758434,3407.757039,18,13.36440668,31416.30678
3.35974121,380.8636739,2716.14593,2,12.36047244,82128.63408
3.392222926,115.5913851,2538.003178,9,30.78795833,41668.2545
3.731004655,262.3889006,1880.46647,7,32.95993855,64871.62469
4.041319668,312.7181558,3795.261158,14,26.24470117,74064.18173
4.915482278,361.2907371,2191.045124,9,12.58585287,95948.56003
3.307051219,314.2260796,1261.2783,0,20.05068042,69124.61182
2.630347655,340.5184249,2851.199548,17,28.22348,81188.86734
4.283151682,201.8350578,1341.51518,1,29.4955221,61921.69076
2.447912879,344.4475341,2035.669428,18,12.95546556,70150.49712
3.036399972,124.0344539,2522.235816,12,10.00076797,38038.31218
1.774597335,368.4449968,3622.667574,0,27.80342615,72371.3517
1.588727602,264.2777128,2480.639741,1,18.9149044,48384.75508
4.869269451,345.189331,3106.776298,15,16.36203329,84765.08281
4.425930422,235.6954854,3978.450517,14,10.32243674,59204.58323
3.935909721,293.0733086,1394.46736,12,23.50748517,64484.86934
2.931335305,257.9207983,1824.194577,15,31.27876839,61926.05286
2.10653012,319.4768565,2183.728227,16,33.94079116,61915.02766
2.047529649,124.4889946,2265.484536,6,24.14362377,44909.62098
2.375850144,118.1056252,2233.063226,16,22.86153319,39565.82264
3.422293326,174.1309702,3722.833008,6,12.12640964,59932.70825
4.001085729,147.863404,3142.097933,12,23.72182004,48555.47978
3.810690819,361.53507,2823.715642,4,19.49947697,84850.42345
2.479768639,165.7641962,1928.118154,16,25.17838202,29740.95514
4.842028482,392.7595767,3471.371153,2,19.7181587,95437.02995
4.082639208,201.0687375,3865.181534,6,16.00747809,61405.80875
3.440239184,154.6353747,3463.594848,16,12.37413188,46414.76623
3.641022612,336.9095521,1004.695316,6,17.87296111,77787.28034
2.968600218,297.6123327,2909.204111,0,12.41612086,68820.07928
2.367058463,249.4587149,1153.406144,16,14.42242377,38737.1693
2.745904375,266.6090653,1772.821661,16,34.68340396,62985.04472
4.152461387,315.7605335,1178.574101,10,21.10258892,80304.74179
1.55037721,168.5364224,2811.386359,2,23.29679416,47444.86695
1.906254242,398.9001748,3059.76974,14,31.84046322,77802.5428
1.661009247,392.4379486,1343.462914,10,34.88922251,74085.60878
1.642550808,295.0977059,2151.516649,15,24.56786123,62131.09673
4.494112044,159.8627353,2368.709527,8,30.31184553,47787.63449
3.962802508,304.0684727,2107.159065,0,18.17352561,74831.28275
3.159608402,121.6595227,1363.075001,15,17.64359894,35838.4721
1.842419562,109.1957507,2256.843371,8,20.06759302,31168.57782
3.220655563,177.3048666,3253.534143,18,26.81268157,38760.098
3.157151198,238.786887,1213.022994,11,27.05479223,66869.83279
2.106206545,360.4817516,1240.540042,18,17.88098587,65990.96424
3.018480772,318.1507209,2064.313876,8,13.3302481,71124.8694
2.89476657,322.8119564,3825.177135,6,25.80990641,73927.63228
3.655475343,227.6480003,3005.71794,13,13.20814655,65390.74983
3.722827778,203.7804978,3036.00987,18,24.46231271,47416.78295
1.658564034,211.3116289,2085.759973,18,27.3355532,44352.56104
2.811144151,396.2948691,2780.982374,1,27.51528741,90612.38469
3.690509705,112.0327574,1030.393552,8,28.83680277,45721.98858
3.260976905,360.1094488,2908.288139,12,31.82148554,75432.86343
4.497714444,273.6026226,3739.860843,14,22.4989748,70552.71104
3.805427711,231.5846258,2837.720405,2,28.25622974,65029.76786
2.070270495,317.5772981,3621.09578,10,25.47931838,61343.32087
1.746990616,246.0006824,3171.919166,13,14.66599849,48032.56462
3.748467474,362.0269714,1361.675249,7,10.64224112,88385.33832
1.592789587,370.2105592,3707.359922,17,17.11353464,62758.46607
3.550214534,226.5162781,1199.331533,18,21.07584266,55445.60842
4.790805845,183.0483392,2601.902418,15,25.42764861,64397.70492
3.514159623,277.7050986,1426.411371,1,31.24898326,71615.85925
2.858594742,373.7090037,1035.119832,7,14.90614292,70508.84063
3.751508765,163.1986567,2266.10278,5,13.13874475,52015.38717
3.103885117,286.8899751,1885.122123,11,34.08699869,68160.65908
3.409658763,289.468066,2458.001481,14,12.70111398,70998.03606
4.795126831,319.9339067,2731.59966,7,21.96227675,79533.98712
2.851359232,139.4703055,1131.217217,3,24.63909322,50045.71996
4.864166973,314.7474894,1369.009885,14,23.53436052,81552.81225
4.668727247,372.7097562,2675.927189,19,12.15080393,80313.19203
2.185268972,153.9049327,2029.50206,16,11.42567285,29729.76612
1.742764553,171.2629975,3187.520463,12,12.63708569,47125.66536
1.852723005,391.4185282,2956.874946,17,24.6396921,71301.57356
1.56377639,154.2930858,3536.813089,1,23.60862219,43902.00524
1.830550363,356.315528,3077.47848,12,15.8435198,57904.78442
3.890523707,247.6833569,2289.793232,12,25.94435355,79621.47328
1.74916027,174.1693223,3018.899867,14,30.50168755,45339.86086
2.616414706,361.2249704,1826.143523,19,11.039474,68094.57093
4.457063588,233.5915765,1918.940496,9,22.45324859,66881.79012
1.581451775,254.4452062,3366.95548,2,27.2327603,58429.87715
4.350639689,207.7700108,2339.258549,18,16.30779818,63335.29923
2.486491712,277.8852554,3395.141022,2,17.69427263,63618.75943
1.913576897,149.0571618,3467.267121,13,25.34094757,37669.64927
3.938580079,217.324461,3572.687013,7,32.44838234,68078.27899
3.701299964,390.8236967,3749.905708,3,30.24811051,81723.73973
4.571152047,177.4400298,2292.955662,19,24.57825548,56431.93747
4.072748653,297.0209994,1956.600455,10,28.25554294,67870.49987
4.312183256,197.5570193,2746.59624,10,19.12056176,64215.22901
2.487121004,332.0419377,2113.51727,10,26.0241382,66464.59892
2.121038403,139.2620982,2803.2225,1,21.65453978,32470.24562
4.127151631,390.9463135,3116.757588,16,14.74840341,82336.10802
4.323921587,236.1368624,3065.215055,8,27.54345685,70156.49586
4.966767997,170.815139,2123.658661,1,23.91161593,64270.55984
2.944161869,122.0490242,1500.580605,14,18.96553955,32943.92795
2.8020633,150.9273715,2291.588015,15,32.78347975,36244.21938
4.217445363,255.9321846,1427.782432,3,10.52335295,69771.83623
2.692812391,201.1009529,3670.291106,7,17.89432878,48323.91312
4.75765064,348.6650098,2037.632382,8,11.42203494,84604.83586
4.504444631,229.2662571,1463.379242,4,29.16318291,70047.93748
3.001479096,174.6142818,1076.34328,15,27.55268635,50578.6303
4.128048737,285.143496,2937.467159,12,18.28380547,76546.85259
4.140900059,312.0331651,2910.706952,6,26.89157256,80684.27708
1.860933541,150.1125724,2021.8125,19,19.89843065,32625.15652
4.658935173,150.2857649,1215.135667,16,28.90634479,56503.52473
3.268383304,111.0014281,2228.886685,2,21.35459157,41949.40815
4.392601131,320.9206045,1933.652485,4,20.3069932,73921.66097
2.620173604,299.1413583,3031.361919,18,33.36824789,70552.07179
4.6343313,242.3892627,2817.337748,11,16.2719775,73833.76587
2.862205876,353.2511347,2093.781185,6,13.0111835,84185.77424
1.53793178,341.7010459,1653.677663,8,24.61357783,76276.62698
4.668836917,275.6063093,3964.107898,5,34.23304531,74282.1348
1.819503369,360.4813842,2362.004864,16,19.44598034,64693.32864
2.617597732,161.752363,3064.822707,15,11.55091909,53566.88492
4.825216885,133.5758858,1421.658903,2,18.48263168,56991.0061
4.827125014,180.9248835,2456.769099,3,22.64829136,66270.67422
3.507032608,117.1260568,1082.61016,9,14.04807517,34838.62409
3.711430243,259.3508584,2516.365354,4,26.45255545,70227.86778
3.069559327,380.9817077,3892.052221,9,34.94373473,93361.0307
2.526237701,111.8030622,2152.620139,11,21.2934869,42276.47369
2.650325909,136.6329742,1116.988038,9,18.86821392,37294.34478
3.853814596,235.6597085,1092.867373,12,20.01760417,60966.17092
4.133310853,380.1625053,2163.96028,10,12.87865446,80311.57325
4.270526653,194.8468315,1480.074809,15,32.08184004,57077.27856
4.2636635,252.1704426,1070.056289,7,20.37064139,60308.29078
1.819221361,112.4718577,3268.640842,7,19.68186029,31671.33003
3.230471066,144.5029603,2375.569027,7,26.49225682,55512.86008
1.70145566,395.9890369,1867.734316,12,21.05083552,74069.41874
3.423351088,389.5356089,3700.249549,1,26.20583672,94906.21116
3.045356755,101.4819943,1348.416881,11,11.53615725,41182.95826
4.60696464,385.5435356,3867.756487,9,30.34308359,91488.41039
2.728202544,291.7359813,1941.900152,11,33.51259882,62851.1815
1.909734557,360.3754884,3665.211017,10,26.21913465,66795.41151
2.000470887,236.4219567,2808.828629,14,33.86414822,44015.87534
4.165287211,254.6788086,3480.122079,15,13.78580786,66473.66891
3.663763222,246.6539741,3952.03949,16,21.93540474,48499.60553
1.853929366,300.0592773,1865.216313,1,25.04516835,66025.55163
1.794373821,141.8953764,3883.406456,17,24.54341619,34789.69242
3.95339196,108.992077,2168.445685,11,20.03654448,47520.75263
1.754670522,192.3789825,2156.535714,18,18.45211023,45146.35163
